央视频道,#genre#
CCTV3,http://125.210.152.19:9123/live/hzgq-cctv3gq-h264.m3u8
CCTV3,https://iptv.luas.edu.cn/liverespath/f76f9947c68be18d7a456e25aa59a08c5747e6a5/0df24da9ec-0-0-dca40ddadd2a051ce1a83536d9310820/index.m3u8
CCTV3,http://cfss.cc/api/ysp/cctv3.m3u8
CCTV3,http://58.19.38.233:8888/newlive/live/hls/4/live.m3u8
CCTV3,http://36.96.38.246:8888/newlive/live/hls/4/live.m3u8
CCTV4,http://58.248.84.148:8888/newlive/live/hls/5/live.m3u8
CCTV4,https://epg.pw/stream/5ea26961bbc8690cbd372a194e8801249644123feab6354e1f2cdd2b8a0026ca.m3u8
CCTV4,http://php.jdshipin.com:8880/bst.php?id=cctv4hd/4000000
CCTV4,http://222.173.147.142:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://183.134.3.22:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://222.189.51.62:8888/newlive/live/hls/4/live.m3u8
CCTV4,http://222.188.68.38:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://60.211.167.226:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://111.207.22.10:8888/newlive/live/hls/5/live.m3u8
CCTV4,http://101.71.176.182:8888/newlive/live/hls/5/live.m3u8
CCTV4,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV4,http://125.210.152.19:9123/live/hzgq-cctv4gq-h264.m3u8
CCTV4,https://turkmedya-live.ercdn.net/tv4/tv4_720p.m3u8
CCTV4,https://epg.pw/stream/14061ea886df6edfb76d8015ef8df852acbce8d4d862909db2279d3b3387cd9c.m3u8
CCTV4,https://live.goodiptv.club/api/cqyx.php?id=CCTV4K
CCTV5,http://gmxw.7766.org:808/hls/93/index.m3u8
CCTV5,http://php.jdshipin.com:8880/bst.php?id=cctv5hd/4000000
CCTV5,http://php.jdshipin.com:8880/bst.php?id=cctv5phd/4000000
CCTV5,http://222.173.147.142:8888/newlive/live/hls/7/live.m3u8
CCTV5,http://222.173.147.142:8888/newlive/live/hls/6/live.m3u8
CCTV5,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576303.m3u8
CCTV5,http://60.208.113.114:8001/newlive/live/hls/6/live.m3u8
CCTV5,http://60.208.113.114:8001/newlive/live/hls/5/live.m3u8
CCTV5,http://218.13.170.98:9901/tsfile/live/0005_1.m3u8
CCTV5,http://222.189.51.62:8888/newlive/live/hls/5/live.m3u8
CCTV5,http://222.188.68.38:8888/newlive/live/hls/6/live.m3u8
CCTV5,http://58.220.219.14:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://58.248.84.148:8888/newlive/live/hls/6/live.m3u8
CCTV5,http://39.165.35.152:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5,http://60.211.167.226:8888/newlive/live/hls/6/live.m3u8
CCTV5+,http://218.17.205.210:9901/tsfile/live/0126_1.m3u8
CCTV5+,http://27.185.2.92:9901/hls/101/index.m3u8
CCTV5+,http://59.55.35.92:20000/hls/2/index.m3u8
CCTV5+,http://58.57.21.166:9901/tsfile/live/0016_1.m3u8
CCTV6,http://222.173.147.142:8888/newlive/live/hls/8/live.m3u8
CCTV6,http://60.208.113.114:8001/newlive/live/hls/7/live.m3u8
CCTV6,http://222.188.68.38:8888/newlive/live/hls/7/live.m3u8
CCTV6,http://101.71.176.182:8888/newlive/live/hls/8/live.m3u8
CCTV6,http://58.248.84.148:8888/newlive/live/hls/7/live.m3u8
CCTV6,http://125.210.152.19:9123/live/hzgq-cctv6gq-h264.m3u8
CCTV6,http://60.211.167.226:8888/newlive/live/hls/8/live.m3u8
CCTV6,http://php.jdshipin.com:8880/bst.php?id=cctv6hd/4000000
CCTV6,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022574301.m3u8
CCTV6,http://124.116.183.146:9901/tsfile/live/0006_1.m3u8
CCTV6,http://211.142.218.74:9901/iptv/movie/cctv6.mp4?key=txiptv
CCTV6,http://221.1.210.106:8053/tsfile/live/0006_1.m3u8
CCTV6,http://121.23.184.27:808/hls/6/index.m3u8
CCTV6,http://gmxw.7766.org:808/hls/94/index.m3u8
CCTV6,https://iptv.luas.edu.cn/liverespath/f2f39ee2105c85c32df375728a51b5d89d3afab4/113ed89f48-0-0-85216e55861329ec31ba1437a2ff37c9/index.m3u8
CCTV7,http://60.208.113.114:8001/newlive/live/hls/8/live.m3u8
CCTV7,http://183.134.3.22:8888/newlive/live/hls/8/live.m3u8
CCTV7,http://222.173.147.142:8888/newlive/live/hls/9/live.m3u8
CCTV7,http://php.jdshipin.com:8880/bst.php?id=cctv7hd8m/8000000
CCTV7,http://222.188.68.38:8888/newlive/live/hls/8/live.m3u8
CCTV7,http://113.57.109.36:9901/tsfile/live/0007_1.m3u8
CCTV7,http://58.248.84.148:8888/newlive/live/hls/8/live.m3u8
CCTV7,http://60.211.167.226:8888/newlive/live/hls/9/live.m3u8
CCTV7,https://epg.pw/stream/085cc8320b47039f91c89f261b3bde134c04438bf58155988cdd2120c8ae5c1c.m3u8
CCTV7,http://219.135.208.218:8083/tsfile/live/0007_1.m3u8
CCTV7,http://124.116.183.146:9901/tsfile/live/0007_1.m3u8
CCTV7,http://111.207.22.10:8888/newlive/live/hls/9/live.m3u8
CCTV7,http://125.210.152.19:9123/live/hzgq-cctv7gq-h264.m3u8
CCTV7,https://iptv.luas.edu.cn/liverespath/f116a0a5035935a3435155998163d8eaa60554c3/4ba629f762-0-0-0a66b18805ff859ce68ab1137157079e/index.m3u8
CCTV7,http://cfss.cc/api/ysp/cctv7.m3u8
CCTV8,http://60.208.113.114:8001/newlive/live/hls/9/live.m3u8
CCTV8,http://222.173.147.142:8888/newlive/live/hls/10/live.m3u8
CCTV8,http://183.134.3.22:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://222.188.68.38:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://113.57.109.36:9901/tsfile/live/0008_1.m3u8
CCTV8,http://101.71.176.182:8888/newlive/live/hls/10/live.m3u8
CCTV8,http://58.248.84.148:8888/newlive/live/hls/9/live.m3u8
CCTV8,http://60.211.167.226:8888/newlive/live/hls/10/live.m3u8
CCTV8,http://php.jdshipin.com:8880/bst.php?id=cctv8hd/4000000
CCTV8,https://epg.pw/stream/9e5ef6be8ac32d23db431bdc8d9d49531b4bdf96d53db08dd102919b70f12e88.m3u8
CCTV8,http://111.207.22.10:8888/newlive/live/hls/10/live.m3u8
CCTV8,http://221.210.64.165:2233/hls/15/index.m3u8
CCTV8,http://125.210.152.19:9123/live/hzgq-cctv8gq-h264.m3u8
CCTV8,https://iptv.luas.edu.cn/liverespath/9e6e3b618b5dc902d992949f0c669bb674f6cde8/cae4471c68-0-0-316245c664c3311072c7279ec29672fe/index.m3u8
CCTV8,http://58.19.38.233:8888/newlive/live/hls/10/live.m3u8
CCTV9,http://58.19.38.233:8888/newlive/live/hls/11/live.m3u8
CCTV9,http://60.208.113.114:8001/newlive/live/hls/10/live.m3u8
CCTV9,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022576003.m3u8
CCTV9,http://222.173.147.142:8888/newlive/live/hls/11/live.m3u8
CCTV9,http://183.134.3.22:8888/newlive/live/hls/10/live.m3u8
CCTV9,http://222.189.51.62:8888/newlive/live/hls/9/live.m3u8
CCTV9,http://113.57.109.36:9901/tsfile/live/0009_1.m3u8
CCTV9,http://58.248.84.148:8888/newlive/live/hls/10/live.m3u8
CCTV9,http://60.211.167.226:8888/newlive/live/hls/11/live.m3u8
CCTV9,https://epg.pw/stream/468810bb8a5aea0738c0e707e4b0ed227aeb431a11a977aa1a43fd542997f525.m3u8
CCTV9,http://php.jdshipin.com:8880/bst.php?id=cctv9hd8m/8000000
CCTV9,http://111.207.22.10:8888/newlive/live/hls/11/live.m3u8
CCTV9,http://221.210.64.165:2233/hls/16/index.m3u8
CCTV9,http://125.210.152.19:9123/live/hzgq-cctvjlgq-h264.m3u8
CCTV9,https://iptv.luas.edu.cn/liverespath/0d0f0da65ba843b8d1dd6fed315bfea896ddd20d/a1920294b0-0-0-f3b9b294fd2e3c4db85f962e6949c4a1/index.m3u8
CCTV10,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022573003.m3u8
CCTV10,http://60.208.113.114:8001/newlive/live/hls/11/live.m3u8
CCTV10,http://183.134.3.22:8888/newlive/live/hls/11/live.m3u8
CCTV10,http://222.173.147.142:8888/newlive/live/hls/12/live.m3u8
CCTV10,http://222.189.51.62:8888/newlive/live/hls/10/live.m3u8
CCTV10,http://222.188.68.38:8888/newlive/live/hls/11/live.m3u8
CCTV10,http://113.57.109.36:9901/tsfile/live/0010_1.m3u8
CCTV10,http://58.248.84.148:8888/newlive/live/hls/11/live.m3u8
CCTV10,http://125.210.152.19:9123/live/hzgq-cctv10gq-h264.m3u8
CCTV10,http://60.211.167.226:8888/newlive/live/hls/12/live.m3u8
CCTV10,http://php.jdshipin.com:8880/bst.php?id=cctv10hd/4000000
CCTV10,https://epg.pw/stream/6ef5ffbb8c7555a1beee3d70767d5f42614470f8a2b7344cc478e75a0fe444a1.m3u8
CCTV10,http://111.207.22.10:8888/newlive/live/hls/12/live.m3u8
CCTV10,http://121.23.184.27:808/hls/10/index.m3u8
CCTV10,https://iptv.luas.edu.cn/liverespath/924e6292a0e6f7440e8380075908fed9915b3c00/780499a193-0-0-c50d57fd93cf32a5144ec8d889eb3ed9/index.m3u8
CCTV11,http://60.208.113.114:8001/newlive/live/hls/12/live.m3u8
CCTV11,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575903.m3u8
CCTV11,http://222.173.147.142:8888/newlive/live/hls/13/live.m3u8
CCTV11,http://218.13.170.98:9901/tsfile/live/0011_1.m3u8
CCTV11,http://222.188.68.38:8888/newlive/live/hls/12/live.m3u8
CCTV11,http://58.248.84.148:8888/newlive/live/hls/12/live.m3u8
CCTV11,http://125.210.152.19:9123/live/hzgq-cctv11gq-h264.m3u8
CCTV11,http://60.211.167.226:8888/newlive/live/hls/13/live.m3u8
CCTV11,http://php.jdshipin.com:8880/bst.php?id=cctv11hd8m/8000000
CCTV11,http://101.71.176.182:8888/newlive/live/hls/13/live.m3u8
CCTV11,http://111.207.22.10:8888/newlive/live/hls/13/live.m3u8
CCTV11,http://183.134.3.22:8888/newlive/live/hls/12/live.m3u8
CCTV11,https://iptv.luas.edu.cn/liverespath/3d0aa0f1604f13f0ae90c2dc0590ca22a1bcaaa2/646e868153-0-0-a53121a1df5b93a74d1980270e652878/index.m3u8
CCTV11,http://cfss.cc/api/ysp/cctv11.m3u8
CCTV11,http://58.19.38.233:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://60.208.113.114:8001/newlive/live/hls/13/live.m3u8
CCTV12,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575803.m3u8
CCTV12,http://222.173.147.142:8888/newlive/live/hls/14/live.m3u8
CCTV12,http://222.189.51.62:8888/newlive/live/hls/12/live.m3u8
CCTV12,http://222.188.68.38:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://113.57.109.36:9901/tsfile/live/0012_1.m3u8
CCTV12,http://58.248.84.148:8888/newlive/live/hls/13/live.m3u8
CCTV12,http://60.211.167.226:8888/newlive/live/hls/14/live.m3u8
CCTV12,http://php.jdshipin.com:8880/bst.php?id=cctv12hd8m/8000000
CCTV12,http://111.207.22.10:8888/newlive/live/hls/14/live.m3u8
CCTV12,http://125.210.152.19:9123/live/hzgq-cctv12gq-h264.m3u8
CCTV12,https://iptv.luas.edu.cn/liverespath/fb84bde1de15cdb0308a7910cebc0497594ae94e/e2d8885f42-0-0-6e1f55986652ba786606a116c5cc0775/index.m3u8
CCTV12,http://58.19.38.233:8888/newlive/live/hls/14/live.m3u8
CCTV12,http://36.96.38.246:8888/newlive/live/hls/14/live.m3u8
CCTV12,http://cfss.cc/api/ysp/cctv12.m3u8
CCTV13,http://gmxw.7766.org:808/hls/31/index.m3u8
CCTV13,http://php.jdshipin.com:8880/bst.php?id=cctv13
CCTV13,https://epg.pw/stream/40a9e2982bc945aca7ceebc0664c69c3da53d8b7169e7edee6383656ab72004b.m3u8
CCTV13,http://60.208.113.114:8001/newlive/live/hls/14/live.m3u8
CCTV13,http://222.173.147.142:8888/newlive/live/hls/15/live.m3u8
CCTV13,http://222.189.51.62:8888/newlive/live/hls/13/live.m3u8
CCTV13,http://183.134.3.22:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://222.188.68.38:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://58.220.219.14:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://113.57.109.36:9901/tsfile/live/0013_1.m3u8
CCTV13,http://58.248.84.148:8888/newlive/live/hls/14/live.m3u8
CCTV13,http://39.165.35.152:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13,http://60.211.167.226:8888/newlive/live/hls/15/live.m3u8
CCTV13,http://222.137.231.41:808/hls/13/index.m3u8
CCTV13,http://218.13.170.98:9901/tsfile/live/0013_1.m3u8
CCTV14,http://60.208.113.114:8001/newlive/live/hls/15/live.m3u8
CCTV14,http://php.jdshipin.com:8880/bst.php?id=cctvsehd/4000000
CCTV14,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575603.m3u8
CCTV14,http://222.188.68.38:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://222.173.147.142:8888/newlive/live/hls/16/live.m3u8
CCTV14,http://183.134.3.22:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://125.210.152.19:9123/live/hzgq-cctvsegq-h264.m3u8
CCTV14,http://222.189.51.62:8888/newlive/live/hls/14/live.m3u8
CCTV14,http://58.248.84.148:8888/newlive/live/hls/15/live.m3u8
CCTV14,http://60.211.167.226:8888/newlive/live/hls/16/live.m3u8
CCTV14,http://113.57.109.36:9901/tsfile/live/0014_1.m3u8
CCTV14,https://epg.pw/stream/81b7797c31f3ca9a91e207b707f88027d93cf50d35999fc2e33c24e9bf30d709.m3u8
CCTV14,http://111.207.22.10:8888/newlive/live/hls/16/live.m3u8
CCTV14,http://121.23.184.27:808/hls/14/index.m3u8
CCTV14,https://iptv.luas.edu.cn/liverespath/0e0973e58d4835f4b872548164462930003f77b4/0ef01acfdb-0-0-3c10e95bcde07ba14f0f93a8d831b684/index.m3u8
CCTV15,http://60.208.113.114:8001/newlive/live/hls/16/live.m3u8
CCTV15,http://php.jdshipin.com:8880/bst.php?id=cctv15hd8m/8000000
CCTV15,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575503.m3u8
CCTV15,http://222.173.147.142:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://183.134.3.22:8888/newlive/live/hls/16/live.m3u8
CCTV15,http://113.57.109.36:9901/tsfile/live/0015_1.m3u8
CCTV15,http://58.248.84.148:8888/newlive/live/hls/16/live.m3u8
CCTV15,http://60.211.167.226:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://125.210.152.19:9123/live/hzgq-cctvmusicgq-h264.m3u8
CCTV15,http://111.207.22.10:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://58.19.38.233:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://101.71.176.182:8888/newlive/live/hls/17/live.m3u8
CCTV15,https://iptv.luas.edu.cn/liverespath/59c02d176e7c3b05a62a9bb42be1ca2a92df2e1c/aefabb5259-0-0-65038e86b205c58b18c0c661afd99fae/index.m3u8
CCTV15,http://36.96.38.246:8888/newlive/live/hls/17/live.m3u8
CCTV15,http://cfss.cc/api/ysp/cctv15.m3u8
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV16,https://epg.pw/stream/9eeb49b6d1048ea7c05421a7409300f43ed5695e937a78feb1cc9eb1cb4de5b4.m3u8
CCTV16,http://php.jdshipin.com:8880/bst.php?id=cctv16hd8m/8000000
CCTV16,http://php.jdshipin.com:8880/bst.php?id=cctv16hd4k8m/15000000
CCTV16,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575103.m3u8
CCTV16,http://125.210.152.19:9123/live/hzgq-cctv16gq-h264.m3u8
CCTV16,http://27.17.217.58:9100/rtp/239.69.1.13:9718
CCTV16,https://live.goodiptv.club/api/cqyx.php?id=CCTV16_4K
CCTV16,http://cfss.cc/api/ysp/cctv16.m3u8
CCTV16,http://api2.52tb.xyz/info?id=18&token=20230326xflvzc
CCTV16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV16,http://222.188.68.38:8888/newlive/live/hls/17/live.m3u8
CCTV16,http://222.189.51.62:8888/newlive/live/hls/16/live.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV16,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV16-4K,https://live.v1.mk/api/bestv.php?id=cctv16hd4k/15000000
CCTV16-4K,http://202208201800.iptv.z-link.cn:8800/tsfile/live/0018_1.m3u8
CCTV16-4K,http://159.75.85.63:5681/sxg.php?id=CCTV-16-4K_8000
CCTV16-4K,http://php.jdshipin.com:8880/bst.php?id=cctv16hd4k8m/15000000
CCTV16-4K,http://27.17.217.58:9100/rtp/239.69.1.13:9718
CCTV16-4K,https://live.goodiptv.club/api/cqyx.php?id=CCTV16_4K
CCTV16-4K,https://live.goodiptv.club/api/bestv.php?id=cctv16hd4k/15000000
CCTV17,http://gmxw.7766.org:808/hls/35/index.m3u8
CCTV17,http://60.208.113.114:8001/newlive/live/hls/17/live.m3u8
CCTV17,http://php.jdshipin.com:8880/bst.php?id=cctv17hd8m/8000000
CCTV17,https://epg.pw/stream/dddefc79612b67b3cf82b2c6e138c410f87628a60ce50a269f6e8dec056c23a8.m3u8
CCTV17,http://222.188.68.38:8888/newlive/live/hls/18/live.m3u8
CCTV17,http://222.189.51.62:8888/newlive/live/hls/17/live.m3u8
CCTV17,http://125.210.152.19:9123/live/hzgq-cctv17gq-h264.m3u8
CCTV17,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226198/index.m3u8
CCTV17,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2022575303.m3u8
CCTV17,http://159.75.85.63:5678/zb.php?id=douyin

卫视频道,#genre#
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8
大湾区卫视,https://epg.pw/stream/255a4080ec98d7fdd51588ebc7d2c56a78e5e0cd46492f502e2cad43c7a28dc7.m3u8
大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
大湾区卫视,https://epg.pw/stream/fef2b0a1b538aec733fe12fd7ce2027a199d8f6f0f3a64753063d04777744b47.m3u8
大湾区卫视,http://skype.serv00.net/itouch.php?id=gdgj
大湾区卫视,https://skype.serv00.net/itouch.php?id=nfws
大湾区卫视,http://183.238.248.83:9000/udp/239.21.0.84:3676
大湾区卫视,http://58.248.84.148:8888/newlive/live/hls/47/live.m3u8
大湾区卫视,http://38.64.72.148/hls/modn/list/4011/chunklist0.m3u8
广东卫视,http://php.jdshipin.com:8880/bst.php?id=gdwshd/4000000
广东卫视,https://skype.serv00.net/itouch.php?id=gdws
广东卫视,https://epg.pw/stream/88869bbe44812d4aec4de520feed223e11c309bbe9fb7024556de45e3fa92383.m3u8
广东卫视,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
广东卫视,http://60.208.113.114:8001/newlive/live/hls/30/live.m3u8
广东卫视,http://222.189.51.62:8888/newlive/live/hls/21/live.m3u8
广东卫视,http://183.134.3.22:8888/newlive/live/hls/20/live.m3u8
广东卫视,http://222.188.68.38:8888/newlive/live/hls/43/live.m3u8
广东卫视,http://61.182.33.218:8000/hls/23/index.m3u8
广东卫视,http://113.57.109.36:9901/tsfile/live/0125_1.m3u8
广东卫视,http://58.248.84.148:8888/newlive/live/hls/19/live.m3u8
广东卫视,http://125.210.152.19:9123/live/hzgq-gdwsgq-h264.m3u8
广东卫视,http://60.211.167.226:8888/newlive/live/hls/21/live.m3u8
广东卫视,http://111.207.22.10:8888/newlive/live/hls/21/live.m3u8
广东卫视,http://1.30.18.218:20080/hls/59/index.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,https://epg.pw/stream/ef64c3fcb165aaf94458d76bfd1251f99af55f24c33e94cd1e3ff923ccbf3567.ctv
浙江卫视,http://php.jdshipin.com:8880/bst.php?id=zjwshd/4000000
浙江卫视,http://60.208.113.114:8001/newlive/live/hls/20/live.m3u8
浙江卫视,http://218.13.170.98:9901/tsfile/live/1002_1.m3u8
浙江卫视,http://222.173.147.142:8888/newlive/live/hls/28/live.m3u8
浙江卫视,http://222.188.68.38:8888/newlive/live/hls/31/live.m3u8
浙江卫视,http://58.220.219.14:9901/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://113.57.109.36:9901/tsfile/live/0124_1.m3u8
浙江卫视,http://58.248.84.148:8888/newlive/live/hls/22/live.m3u8
浙江卫视,http://125.210.152.19:9123/live/hzgq-zjwsgq-h264.m3u8
浙江卫视,http://60.211.167.226:8888/newlive/live/hls/24/live.m3u8
浙江卫视,http://cfss.cc/api/ysp/zjws.m3u8
浙江卫视,https://iptv.luas.edu.cn/liverespath/f650ba03bb4883fe67a1fb7c193a00a4c0c93881/a2d2162784-0-0-56b13eabd03cd0ff33e9bc019e1fb073/index.m3u8
浙江卫视,http://58.19.38.233:8888/newlive/live/hls/24/live.m3u8
湖南卫视,http://php.jdshipin.com:8880/bst.php?id=hnwshd/4000000
湖南卫视,https://epg.pw/stream/ca45d063221fb35e29d63352e2db10f8ca2ef9b3852fca0f6a2e16699db3c0c5.m3u8
湖南卫视,http://60.208.113.114:8001/newlive/live/hls/18/live.m3u8
湖南卫视,http://222.173.147.142:8888/newlive/live/hls/27/live.m3u8
湖南卫视,http://58.19.38.233:8888/newlive/live/hls/23/live.m3u8
湖南卫视,http://218.13.170.98:9901/tsfile/live/1001_1.m3u8
湖南卫视,http://222.189.51.62:8888/newlive/live/hls/23/live.m3u8
湖南卫视,http://222.188.68.38:8888/newlive/live/hls/42/live.m3u8
湖南卫视,http://61.182.33.218:8000/hls/17/index.m3u8
湖南卫视,http://58.248.84.148:8888/newlive/live/hls/21/live.m3u8
湖南卫视,http://60.211.167.226:8888/newlive/live/hls/23/live.m3u8
湖南卫视,http://111.8.242.84:9901/tsfile/live/0128_1.m3u8
湖南卫视,http://125.210.152.19:9123/live/hzgq-hnwsgq-h264.m3u8
湖南卫视,http://202311211800.iptv.hongruida.work:8800/tsfile/live/0128_1.m3u8
湖南卫视,http://202311291600.iptv.hongruida.work:8800/tsfile/live/0128_1.m3u8
北京卫视,http://125.210.152.19:9123/live/hzgq-bjgqws-h264.m3u8
北京卫视,http://43.141.130.70/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
北京卫视,http://60.208.113.114:8001/newlive/live/hls/23/live.m3u8
北京卫视,http://222.173.147.142:8888/newlive/live/hls/31/live.m3u8
北京卫视,http://222.189.51.62:8888/newlive/live/hls/19/live.m3u8
北京卫视,http://58.248.84.148:8888/newlive/live/hls/17/live.m3u8
北京卫视,http://60.211.167.226:8888/newlive/live/hls/19/live.m3u8
北京卫视,http://php.jdshipin.com:8880/bst.php?id=bjwshd/4000000
北京卫视,http://61.172.255.69:3333/tsfile/live/0122_1.m3u8
北京卫视,http://115.148.104.135:20000/hls/13/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
北京卫视,http://58.19.38.233:8888/newlive/live/hls/19/live.m3u8
北京卫视,http://36.96.38.246:8888/newlive/live/hls/19/live.m3u8
北京卫视,http://111.207.22.10:8888/newlive/live/hls/19/live.m3u8
北京卫视,http://222.188.68.38:8888/newlive/live/hls/41/live.m3u8
湖北卫视,https://epg.pw/stream/9b1a4cd504629a2b5937e24cdbdd1a45f24f16a95d459d00a7ede1ba64bf07d2.ctv
湖北卫视,http://60.208.113.114:8001/newlive/live/hls/29/live.m3u8
湖北卫视,http://222.173.147.142:8888/newlive/live/hls/37/live.m3u8
湖北卫视,http://222.188.68.38:8888/newlive/live/hls/53/live.m3u8
